2020-10-14T22:43:48.464959+00:00,app[web.1]:,AB_TESTING:,B,1602715428112,0,0,pwjcu
2020-10-14T22:45:15.348260+00:00,app[web.1]:,AB_TESTING:,B,1602715428112,1602715514895,mp1,pwjcu
2020-10-14T22:45:17.434782+00:00,app[web.1]:,AB_TESTING:,C,1602715517063,0,0,pwjcu
2020-10-14T22:47:28.247856+00:00,app[web.1]:,AB_TESTING:,B,1602715647879,0,0,pwjcu
2020-10-14T22:47:29.602867+00:00,app[web.1]:,AB_TESTING:,B,1602715647879,1602715649239,mp1,pwjcu
2020-10-14T22:47:31.466750+00:00,app[web.1]:,AB_TESTING:,C,1602715651104,0,0,pwjcu
2020-10-15T00:22:00.935930+00:00,app[web.1]:,AB_TESTING:,A,1602721320851,0,0,uxmwrywdb
2020-10-15T17:41:00.177210+00:00,app[web.1]:,AB_TESTING:,A,1602783660160,0,0,kfotws
2020-10-15T17:41:05.661099+00:00,app[web.1]:,AB_TESTING:,A,1602783665643,0,0,kfotws
2020-10-15T17:41:06.382747+00:00,app[web.1]:,AB_TESTING:,A,1602783666363,0,0,kfotws
2020-10-15T17:41:07.227425+00:00,app[web.1]:,AB_TESTING:,B,1602783667211,0,0,kfotws
2020-10-21T12:57:57.623390+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,0,0,foqbv
2020-10-21T12:58:32.264803+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285112119,mp4,foqbv
2020-10-21T12:58:32.623744+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285112487,mp4,foqbv
2020-10-21T12:58:32.878831+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285112742,mp4,foqbv
2020-10-21T12:58:33.910310+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285113102,mp4,foqbv
2020-10-21T12:58:34.190715+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285114053,mp4,foqbv
2020-10-21T12:58:34.473770+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285114333,mp4,foqbv
2020-10-21T12:58:34.776988+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285114639,mp4,foqbv
2020-10-21T12:58:35.080616+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285114942,mp4,foqbv
2020-10-21T12:58:35.391365+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285115253,mp4,foqbv
2020-10-21T12:58:36.272513+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285115559,mp4,foqbv
2020-10-21T12:58:36.557023+00:00,app[web.1]:,AB_TESTING:,A,1603285076995,1603285116417,mp4,foqbv
2020-10-21T12:58:39.071655+00:00,app[web.1]:,AB_TESTING:,C,1603285118934,0,0,foqbv
2020-10-21T12:58:43.811486+00:00,app[web.1]:,AB_TESTING:,A,1603285123675,0,0,foqbv
2020-10-21T13:03:56.909249+00:00,app[web.1]:,AB_TESTING:,B,1603285436612,0,0,thanuqp
2020-10-21T13:04:01.528636+00:00,app[web.1]:,AB_TESTING:,B,1603285436612,1603285441238,mp4,thanuqp
2020-10-21T13:05:27.499934+00:00,app[web.1]:,AB_TESTING:,B,1603285436612,1603285527141,mp3,thanuqp
2020-10-21T13:05:31.351632+00:00,app[web.1]:,AB_TESTING:,B,1603285436612,1603285531079,mp1,thanuqp
2020-10-21T13:06:58.192334+00:00,app[web.1]:,AB_TESTING:,B,1603285436612,1603285617661,mp3,thanuqp
2020-10-21T13:06:59.772082+00:00,app[web.1]:,AB_TESTING:,C,1603285619474,0,0,thanuqp
2020-10-21T13:07:02.718400+00:00,app[web.1]:,AB_TESTING:,B,1603285622393,0,0,thanuqp
2020-10-21T13:07:04.088727+00:00,app[web.1]:,AB_TESTING:,B,1603285622393,1603285623807,mp1,thanuqp
